"hs","lalpha","auq1","AUQ2"
"7009100000","REAR-VIEW MIRRORS FOR VEHICLES","NO",
"7009911010","GLASS MIRRORS, UNFRAMED, NOT OVER 929 SQUARE CM IN REFLECTING AREA, NOT REAR-VIEW MIRRORS FOR VEHICLES, CONTAINING LED OR FLUORESCENT LIGHTING","CM2","NO"
"7009911090","GLASS MIRRORS, UNFRAMED, NOT OVER 929 SQUARE CM IN REFLECTING AREA, NOT REAR-VIEW MIRRORS FOR VEHICLES, NESOI","CM2","NO"
"7009915010","GLASS MIRRORS, UNFRAMED, OVER 929 SQUARE CM IN REFLECTING AREA, CONTAINING LED OR FLUORESCENT LIGHTING","CM2","NO"
"7009915090","GLASS MIRRORS, UNFRAMED, OVER 929 SQUARE CM IN REFLECTING AREA, NESOI","CM2","NO"
"7009921010","GLASS MIRRORS, FRAMED, NOT OVER 929 SQUARE CM IN REFLECTING AREA, NOT REAR-VIEW MIRRORS FOR VEHICLES, CONTAINING LED OR FLUORESCENT LIGHTING","CM2","NO"
"7009921090","GLASS MIRRORS, FRAMED, NOT OVER 929 SQUARE CM IN REFLECTING AREA, NOT REAR-VIEW MIRRORS FOR VEHICLES, NESOI","CM2","NO"
"7009925010","GLASS MIRRORS, FRAMED, OVER 929 SQUARE CM IN REFLECTING AREA, CONTAINING LED OR FLUORESCENT LIGHTING","CM2","NO"
"7009925090","GLASS MIRRORS, FRAMED, OVER 929 SQUARE CM IN REFLECTING AREA, NESOI","CM2","NO"
"7010100000","AMPOULES, GLASS, OF A KIND USED FOR THE CONVEYANCE OR PACKING OF GOODS","GRS",
"7010202000","GLASS STOPPERS, LIDS AND OTHER CLOSURES, PRODUCED BY AUTOMATIC MACHINE","GRS",
"7010203000","GLASS STOPPERS, LIDS AND OTHER CLOSURES, NESOI","GRS",
"7010900510","SERUM BOTTLES, VIALS AND OTHER PHARMACEUTICAL CONTAINERS OF GLASS, OF A CAPACITY EXCEEDING 1 LITER","GRS",
"7010900520","GLASS SERUM BOTTLES, VIALS AND OTHER PHARMACEUTICAL CONTAINERS, OF A CAPACITY EXCEEDING 0.33 LITER BUT NOT OVER 1 LITER","GRS",
"7010900530","SERUM BOTTLES, VIALS AND OTHER PHARMACEUTICAL CONTAINERS OF GLASS, OF A CAPACITY EXCEEDING  0.15 LITER BUT NOT OVER 0.33 LITER","GRS",
"7010900540","SERUM BOTTLES, VIALS AND OTHER PHARMACEUTICAL CONTAINERS OF GLASS, OF A CAPACITY NOT EXCEEDING 0.15 LITER","GRS",
"7010902010","GLASS CONTAINERS FOR CONVEYANCE OR PACKING OF PERFUME OR TOILET PREPARATIONS PRODUCED BY AUTOMATIC MACHINE; OF A CAPACITY EXCEEDING 1 LITER","GRS",
"7010902020","GLASS CONTAINERS FOR PERFUME OR OTHER TOILET PREPARATIONS, OF A CAPACITY EXCEEDING 0.33 LITER BUT NOT EXCEEDING 1 LITER, PRODUCED BY AUTOMATIC MACHINE","GRS",
"7010902030","GLASS CONTAINERS FOR PERFUME OR TOILET PREPARATIONS OF A CAPACITY EXCEEDING 0.15 LITER BUT NOT EXCEEDING 0.33 LITER, PRODUCED BY AUTOMATIC MACHINE","GRS",
"7010902040","GLASS CONTAINERS FOR PERFUME OR TOILET PREPARATIONS OF A CAPACITY NOT EXCEEDING 0.15 LITER, PRODUCED BY AUTOMATIC MACHINE","GRS",
"7010903010","OTHER GLASS CONTAINERS FOR CONVEYANCE OF  PERFUME OR TOILET PREPARATIONS OF A CAPACITY EXCEEDING 1 LITER","GRS",
"7010903020","OTHER GLASS CONTAINERS FOR CONVEYANCE OF PERFUME OR TOILET PREPARATIONS OF A CAPACITY EXCEEDING 0.33 LITER BUT NOT EXCEEDING 1 LITER","GRS",
"7010903030","OTHER GLASS CONTAINERS FOR CONVEYANCE OF PERFUME OR OTHER TOILET PREPARATIONS OF A CAPACITY EXCEEDING 0.15 BUT NOT EXCEEDING 0.33 LITER","GRS",
"7010903040","OTHER GLASS CONTAINERS FOR CONVEYANCE OF PERFUME AND OTHER TOILET PREPARATIONS OF A CAPACITY EXCEEDING 0.15 LITER","GRS",
"7010905005","GLASS CONTAINERS WITH OR WITHOUT CLOSURES HAVING A MOUTH WITH AN OUTSIDE DIAMETER OF 38MM OR MORE, OF A CAPACITY EXCEEDING 1 LITER, NESOI","GRS",
"7010905009","GLASS CONTAINERS WITH OR WITHOUT THEIR  CLOSURES OF A CAPACITY EXCEEDING 1 LITER, NESOI","GRS",
"7010905015","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, OVER 0.473 LITER BUT NOT OVER 1 LITER, WIDE MOUTH","GRS",
"7010905019","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, NOT WIDE MOUTH, OVER 0.473 LITER BUT NOT OVER 1 LITER","GRS",
"7010905025","OTHER GLASS CONTAINERS, WITH OR WITHOUT CLOSURES, WIDE MOUTH, OVER 0.33 LITER BUT NOT OVER 0.473 LITER","GRS",
"7010905029","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, NOT WIDE MOUTH, OVER 0.33 LITER BUT NOT OVER 0.473 LITER","GRS",
"7010905035","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, WIDE MOUTH, OVER 0.15 LITER BUT NOT OVER 0.33 LITER","GRS",
"7010905039","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, NOT WIDE MOUTH, OVER 0.15 LITER BUT NOT OVER 0.33 LITER","GRS",
"7010905045","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, WIDE MOUTH, OVER 0.118 LITER BUT NOT OVER 0.15 LITER","GRS",
"7010905049","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, NOT WIDE MOUTH, OVER 0.118 LITER BUT NOT OVER 0.15 LITER","GRS",
"7010905055","OTHER GLASS CONTAINERS WITH OR WITHOUT CLOSURES, NOT OVER 0.118 LITER","GRS",
"7011101000","GLASS BULBS WITHOUT FITTINGS, FOR INCANDESCENT LAMPS","HUN",
"7011105000","GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, FOR ELECTRIC LIGHTING, EXCEPT BULBS FOR INCANDSCNT LAMPS","HUN",
"7011201000","CONES FOR CATHODE RAY TUBES","HUN",
"7011204500","MONOCHROME GLASS ENVELOPES OF CERTAIN SPECIFICATIONS CERTIFIED FOR USE IN COMPUTER DATA AND GRAPHIC DISPLAY CATHODE-RAY TUBES","HUN",
"7011208510","OTHER GLASS ENVELOPES/FRONT PANELS FOR CATHODE-RAY TUBES,INCLUDING VIDEO MONITOR TUBES,COLOR,NON-PROJECTION,DIAGONAL MEASUREMENT NOT EXCEEDING 50CM","HUN",
"7011208525","FRONT PANELS FOR CATHODE-RAY TELEVISION PICTURE TUBES, INCLUDING VIDEO MONITOR TUBES, COLOR, NON-PROJECTION, DIAGONAL OVER 50 CM","HUN",
"7011208540","OTHER GLASS ENVELOPES AND PARTS, FOR CATHODE-RAY TUBES,NESOI","HUN",
"7011900000","GLASS ENVELOPES (INCLUDING BULBS AND TUBES), OPEN, AND GLASS PARTS THEREOF, WITHOUT FITTINGS, NESOI","HUN",
"7013101000","GLASS-CERMCS GLASSWRE,KITCHN,NONGLZED,GRTR THN 75P CRYSTLLNE, LTHM ALMNSLCTE, NOV COEFF EXPN 10X10-7 KLVN TEMP RNGE 0-300DEG C,TRNSPRNT,HZ FREE,ETC.","NO",
"7013105000","GLASSWARE OF GLASS-CERAMICS FOR TABLE, KITCHEN, OFFICE, ETC. (NOT OF HEADING 7010 OR 7018) AND NSPF.","NO",
"7013221000","STEMWARE DRINKING GLASSES, LEAD CRYSTAL, VALUED NOT OVER $1 EACH","NO",
"7013222000","LEAD CRYSTAL STEMWARE DRINKING GLASSES VALUED OVER $1 BUT NOT OVER $3 EACH","NO",
"7013223000","LEAD CRYSTAL STEMWARE DRINKING GLASSES VALUED OVER $3 BUT NOT OVER $5 EACH","NO",
"7013225000","LEAD CRYSTAL STEMWARE DRINKING GLASSES VALUED OVER $5 EACH","NO",
"7013280500","STEMWARE DRINKING GLASSES OF GLASS (OTHER THAN GLASS-CERAMICS), PRESSED AND TOUGHENED (SPECIALLY TEMPERED)","NO",
"7013281000","STEMWARE DRINKING GLASSES VALUED NOT OVER 30 CENTS EACH, OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS","NO",
"7013282000","STEMWARE DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS) VALUED OVER 30 CENTS BUT NOT OVER $3 EACH","NO",
"7013283000","STEMWARE DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS), CUT OR ENGRAVED, VALUED OVER $3 BUT NOT OVER $5 EACH","NO",
"7013284000","STEMWARE DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), CUT OR ENGRAVED, VALUED OVER $5 EACH","NO",
"7013285000","STEMWARE DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), NOT CUT OR ENGRAVED, VALUED OVER $3 BUT NOT OVER $5 EACH","NO",
"7013286000","STEMWARE DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), NOT CUT OR ENGRAVED, VALUED OVER $5 EACH","NO",
"7013331000","LEAD CRYSTAL DRINKING GLASSES VALUED NOT OVER $1 EACH, NESOI","NO",
"7013332000","LEAD CRYSTAL DRINKING GLASSES VALUED OVER $1 BUT NOT OVER $3 EACH, NESOI","NO",
"7013333000","LEAD CRYSTAL DRINKING GLASSES VALUED OVER $3 BUT NOT OVER $5 EACH, NESOI","NO",
"7013335000","LEAD CRYSTAL DRINKING GLASSES VALUED OVER $5 EACH, NESOI","NO",
"7013370500","DRINKING GLASSES OF GLASS (OTHER THAN GLASS-CERAMICS), PRESSED AND TOUGHENED (SPECIALLY TEMPERED), NESOI","NO",
"7013371000","DRINKING GLASSES VALUED NOT OVER 30 CENTS EACH, OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS, NESOI","NO",
"7013372000","DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS) VALUED OVER 30 CENTS BUT NOT OVER $3 EACH, NESOI","NO",
"7013373000","DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED AND TOUGHENED GLASS), CUT OR ENGRAVED, VALUED OVER $3 BUT NOT OVER $5 EACH, NESOI","NO",
"7013374000","DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), CUT OR ENGRAVED, VALUED OVER $5 EACH, NESOI","NO",
"7013375000","DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), NOT CUT OR ENGRAVED, VALUED OVER $3 BUT NOT OVER $5 EACH, NESOI","NO",
"7013376000","DRINKING GLASSES (OTHER THAN OF GLASS-CERAMICS OR PRESSED OR TOUGHENED GLASS), NOT CUT OR ENGRAVED, VALUED OVER $5 EACH, NESOI","NO",
"7013411000","GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSES, OF LEAD CRYSTAL, VALUED NOT OVER $1 EACH","NO",
"7013412000","GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSES, OF LEAD CRYSTAL, VALUED OVER $1 BUT NOT OVER $3 EACH","NO",
"7013413000","GLASSWARE OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSES, OF LEAD CRYSTAL, VALUED OVER $3 BUT NOT OVER $5 EACH","NO",
"7013415000","GLASSWARE OF LEAD CRYSTAL, VALUED OVER $5 EACH, OF A KIND USED FOR TABLE (OTHER THAN DRINKING GLASSES) OR KITCHEN PURPOSES","NO",
"7013421000","GLASSWARE OF PRESSED AND TOUGHENED (SPECIALLY TEMPERED) GLASS, HAVING A LINEAR COEFFICIENT OF EXPANSION NOT EXCEEDING 5X10^-6 PER KELVIN ETC.","NO",
"7013422000","GLASSWARE FOR TABLE OR KITCHEN (EXC DRINKING GLASSES) OTHER THAN GLS-CERAMICS, W A LINEAR COEFF OF EXPAN NOT OV 5X10 TO -6 POWER /KELVIN, VALU NOV $3","NO",
"7013423000","GLASSWARE FOR TABLE OR KITCHEN (EXC DRINKING GLASSES) OTHER THAN GLS-CERAMICS, W LINEAR COEF OF EXPAN NOT OV 5X10 TO -6 POWER/KELVIN, VAL OV $3 NOV $5","NO",
"7013424000","GLASSWARE FOR TABLE OR KITCHEN (EXC DRINKING GLASSES) OTHER THAN GLS-CERAM NESOI, W LINEAR COEF OF EXPAN NOT OV 5X10 TO -6 POWER/KELVIN, VAL OV $5 EA","NO",
"7013491000","GLASSWARE FOR TABLE OR KITCHEN (EXC DRINKING GLASSES) OTHER THAN GLS-CERAM, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELVN OR MORE, PRESSED AND TOUGHND","NO",
"7013492000","GLASSWARE FOR TABLE OR KITCHEN (EXC DRINKING GLASSES) OTHER THAN GLS-CERAM, NESOI, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELV OR MORE, NESOI, NT OV","NO",
"7013493000","GLASSWR FOR TABLE/KITCHN (EXC DRINKNG GLS) OTHER THAN GLS-CERAM, NESOI, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELV OR MORE, CUT OR ENGRVD $3-5 EA","NO",
"7013494000","GLASSWR FOR TABLE/KITCHN (EXC DRINKNG GLS) OTHER THAN GLS-CERAM, NESOI, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELV OR MORE, CUT OR ENGRVD, OV $5 EA","NO",
"7013495000","GLASSWR FOR TABLE/KITCHN (EXC DRINKNG GLS) OTHER THN GLS-CERAM, NESOI, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELV OR MORE, NT CUT/ENGRVD,OV $3 NOV$5","NO",
"7013496000","GLASSWR FOR TABLE/KITCHN (EXC DRINKNG GLS) OTHER THN GLS-CERAM, NESOI, W LINEAR COEF OF EXPAN 5X10 TO -6 POWER/KELV OR MORE, NT CUT/ENGRVD, OV $5 EACH","NO",
"7013911000","LEAD CRYSTAL GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN OF HEADING 7010 OR 7018), NESOI, VALUED NOT OVER $1 EACH","NO",
"7013912000","LEAD CRYSTAL GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THN OF HDNG 7010 OR 7018), NESOI, VALUED OVER $1, NT OVR $3 EA","NO",
"7013913000","LEAD CRYSTAL GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THN OF HDNG 7010 OR 7018), NESOI, VALUED OVER $3, NT OVR $5 EA","NO",
"7013915000","LEAD CRYSTAL GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THN OF HDNG 7010 OR 7018), NESOI, VALUED OVER $5 EACH","NO",
"7013991000","GLASSWR NESOI DECORTD W METAL FLECKNG, GLS PICTRL SCENES OR THREAD-LIKE EFFECTD PRIOR TO SOLIDIFCTION, MILLEFIORI GLSWR, GLS W BUBBLES, SEEDS, ETC","NO",
"7013992000","GLASSWARE FR TOILET, OFFICE, INDOOR DECORATION OR SIMILAR PURPOSES (OTHER THAN OF HDNG 7010 OR 7018), NESOI (NOT LEAD CYRSTAL), PRESSED AN","NO",
"7013993000","GLASS SMOKERS' ARTICLES AND PERFUME BOTTLES FITTED WITH GROUND GLASS STOPPERS","NO",
"7013993500","GLASS VOTIVE-CANDLE HOLDERS","NO",
"7013994000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI, (NOT LEAD CRYSTAL, NOT DECORATED, COLORED OR TEMPERED AND ETC), VALUED NOT OVER 30 CENTS EA","NO",
"7013995000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI, (NOT LEAD T NT OV $3EA","NO",
"7013996000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI (NOT LEAD CRYSTAL, NOT DECORATED, COLORED, TEMPERED ETC), CUT OR ENGRAVED, OVER $3, NOV $5EA","NO",
"7013997000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI (NOT LEAD CRYSTAL, NOT DECORATED, COLORED, TEMPERED ETC), CUT OR ENGRAVED, OVER $5 EACH","NO",
"7013998000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI (NOT LEAD CRYSTAL, NOT DECORATED, COLORED, TEMPERED ETC) NOT CUT OR ENGRVD, OVR $3, NOV $5EA","NO",
"7013999000","GLASSWARE FOR TOILET, OFFICE, INDOOR DECORATION ETC NESOI (NOT LEAD CRYSTAL, NOT DECORATED, COLORED, TEMPERED ETC) NOT CUT OR ENGRAVED, OVER $5 EACH","NO",
"7014001000","LENS BLANKS (OTHER THAN FOR SPECTACLES) NOT OPTICALLY WORKED, OF GLASS, (OPTICAL ELEMENTS)","NO",
"7014002000","OTHER OPTICAL ELEMENTS OF GLASS (NOT LENS BLANKS) NT OPT WORKED","NO",
"7014003000","LENSES AND FILTERS, AND PARTS THEREOF, OF GLASS, NOT OPTICALLY WORKED, SIGNALLING GLASSWARE, NOT OPTICAL ELEMENTS","NO",
"7014005000","SIGNALLING GLASSWARE, NOT OPTICALLY WORKED, NESOI (NOT OPTICAL ELEMENTS AND NOT LENSES, FILTERS OR PARTS THEREOF)","NO",
"7015100000","GLASSES FOR CORRECTIVE SPECTACLES, NOT OPTICALLY WORKED","NO",
"7015901000","ROUND WATCH GLASSES","NO",
"7015902000","WATCH GLASSES, OTHER THAN ROUND","NO",
"7015905000","CLOCK GLASSES AND SIMILAR GLASSES, GLASSES FOR NONCORRECTIVE SPECTACLENTS FR MANU","X",
"7016100000","GLASS CUBES AND OTHER GLASS SMALLWARES, WHETHER OR NOT ON A BACKING, FOR MOSAICS OR SIMILAR DECORATIVE PURPOSES","NO",
"7016901010","BRICKS AND BLOCKS OF PRESSED OR MOLDED GLASS, OR A KIND USED FOR BUILDING OR CONSTRUCTION PURPOSES","NO",
"7016901050","SLABS, SQUARES, TILES AND OTHER ARTICLES OF PRESSED OR MOLDED GLASS OF A KIND USED FOR BUILDING AND CONSTRUCTION PURPOSES, OTHER THAN BRICKS A BLOCKS","NO",
"7016905000","LEADED GLASS WINDOWS AND THE LIKE; MULTICELLULAR OR FOAM GLASS IN BLOCKS, PANELS, PLATES, SHELLS OR SIMILAR FORMS","NO",
"7017103000","PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED, OF FUSED QUARTZ OR SILICA, QUARTZ REACTOR TUBES AND HOLDERS FOR PRODUCTION OF WAFERS","X",
"7017106000","LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, WHETHER OR NOT GRADUATED OR CALIBRATED, OF FUSED QUARTZ OR OTHER FUSED SILICA, NT FOR PRDCTN OF WFRS","KG",
"7017200000","LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE OF GLASS NESOI HAVING A LINEAR COEFFICINT OF EXPANSION NOT OVER 5X10 TO -6 POWER/KELVIN AT 0-300 DG C","KG",
"7017901000","MICROSCOPE SLIDES AND MICRO COVER GLASSES OF GLASS, NESOI","X",
"7017905000","LABORATORY, HYGIENIC OR PHARMACEUTICAL GLASSWARE, NESOI","KG",
"7018101000","IMITATION PEARLS, PEARL BEADS, OF GLASS, ALL SHAPES AND COLORS, DRILLED OR NOT, BUT NOT STRUNG (EXCEPT TEMPORARILY) AND NOT SET","KG",
"7018102000","IMITATION PRECIOUS OR SEMIPRECIOUS STONES, OF GLASS (EXCEPT IMITATION BEADS THEREOF)","X",
"7018105000","GLASS BEADS AND SIMILAR GLASS SMALLWARES (OTHER THAN IMITATION PEARLS OR IMITATION PRECIOUS STONES)","X",
"7018200000","GLASS MICROSPHERES NOT EXCEEDING 1 MM IN DIAMETER","KG",
"7018901000","GLASS EYES OTHER THAN PROSTHETIC ARTICLES","KG",
"7018905000","STATUETTES AND OTHER ORNAMENTS OF LAMP-WORKED GLASS, OTHER THAN IMITATION JEWELRY","KG",
"7019110000","CHOPPED STRANDS OF GLASS FIBERS, NOT MORE THAN 50 MM LONG","KG",
"7019120040","GLASS FIBER ROVINGS (INCLUDING GLASS WOOL), OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIALS","KG",
"7019120080","GLASS FIBER ROVINGS (INCLUDING GLASS WOOL) AND ARTICLES THEREOF, NESOI","KG",
"7019190500","FIBERGLASS RUBBER REINFORCING YARN, NOT COLORED, CONTINUOUS FILAMENTS 9-11 MICRONS DIAMETER, IMPREGNATED FOR ADHESION TO POLYMERIC COMPOUNDS","KG",
"7019191540","OTHER GLASS FIBER YARNS, NOT COLORED, OF A KIND USED IN INDUSTRY AS PACKING OR LUBRICATING MATERIALS","KG",
"7019191580","GLASS FIBER YARNS (INCLUDING GLASS WOOL), NOT COLORED, OTHER","KG",
"7019192400","FIBERGLASS RUBBER REINFORCING YARN, COLORED, FROM ELECTRICALLY NONCONDUCTIVE CONTINUOUS FILAMENTS 9-11 MICRONS DIAMETER IMPREGNATED FOR ADHESION","KG",
"7019192800","GLASS FIBER YARN, COLORED, NESOI","KG",
"7019193000","CHOPPED STRANDS OF GLASS FIBERS MORE THAN 50 MM LONG","KG",
"7019197000","FIBERGLASS RUBBER REINFORCING CORD, CONTINUOUS FILAMENTS 9-11 MICRONS IN DIAMETER, IMPREGNATED FOR ADHESION TO POLYMERIC COMPOUNDS","KG",
"7019199000","GLASS FIBER SLIVERS, NESOI","KG",
"7019310000","MATS, NONWOVEN, OF GLASS FIBERS","KG",
"7019320000","THIN SHEETS (VOILES), NONWOVEN, OF GLASS FIBERS","KG",
"7019391010","BATTS OF NONWOVEN GLASS FIBERS","KG","M2"
"7019391020","PIPE COVERINGS OF NONWOVEN GLASS FIBERS","KG","M2"
"7019391090","OTHER INSULATION PRODUCTS OF NONWOVEN GLASS FIBERS","KG","M2"
"7019395000","WEBS, MATTRESSES, BOARDS AND SIMILAR NONWOVEN ARTICLES, NESOI, OF GLASS FIBERS (NOT MATS, THIN SHEETS OR GLASS WOOL)","KG","M2"
"7019400500","FIBERGLASS TIRE CORD FABRIC OF ROVINGS SPECIFICALLY WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAM & IMPREGNATED W/ RESORCINAL FORMALDEHYDE LATEX TREATMENT","M2","KG"
"7019401500","WOVEN FABRICS OF ROVINGS: OF A WIDTH NOT EXCEEDING 30 CM, OTHER THAN FIBERGLASS TIRE CORD","M2","KG"
"7019403000","FIBERGLASS TIRE CORD FABRIC,NOT COLORED, WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER, WOVEN FABRICS OF ROVINGS, WIDTH EXCEEDING 30 CM","M2","KG"
"7019404030","WOVEN FABRICS OF ROVINGS, OF A WIDTH EXCEEDING 30 CM, NOT COLORED, SILICA FILAMENT FABRIC WITH A SILACA CONTENT GREATER THAN 93 PERCENT","M2","KG"
"7019404060","WOVEN FABRICS OF ROVINGS, OF A WIDTH EXCEEDING 30 CM, NOT COLORED, SILICA FILAMENT FABRIC WITH A SILACA CONTENT LESS THAN OR EQUAL TO 93 PERCENT","M2","KG"
"7019407000","WOVEN FABRICS OF ROVINGS, FIBERGLASS TIRE CORD FABRIC, COLORED, FROM FILAMENTS 9-11 MICRONS IN DIAMETER, WIDTH EXCEEDING 30 CM","M2","KG"
"7019409030","WOVEN FABRICS OF ROVINGS, OF A WIDTH EXCEEDING 30 CM, COLORED, SILICA FILAMENT FABRIC WITH A SILICA CONTENT GREATER THAN 93 PERCENT","M2","KG"
"7019409060","WOVEN FABRICS OF ROVINGS, OF A WIDTH EXCEEDING 30 CM, COLORED, SILICA FILAMENT FABRIC WITH A SILICA CONTENT LESS THAN OR EQUAL TO 93 PERCENT","M2","KG"
"7019511000","FIBERGLASS TIRE CORD FABRIC SPECIFICALLY WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER AND IMPREGNATED WITH  RESORCINAL FORMALDEHYDE LATEX TREATMENT","M2","KG"
"7019519010","OTHER WOVEN GLASS FABRICS, OF A WIDTH NOT EXCDING 30CM,  WEIGHING 185 GRAMS OR LESS PER SQUARE METER","M2","KG"
"7019519090","OTHER WOVEN GLASS FABRICS, WITH A WIDTH NOT EXCEEDING 30 CM, NESOI","M2","KG"
"7019523000","FIBERGLASS TIRE CORD FABRIC,NOT COLORED, WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER, WIDTH EXCEEDING 30 CM, PLAIN WEAVE, WEIGHING LT 250 G/M2","M2","KG"
"7019524010","OTHR WOVEN GLASS FABRICS, WIDTH EXCDING 30 CM,NOT COLORED,  WEIGHING 185 GRAMS OR LESS PER SQUARE METER","M2","KG"
"7019524021","WOVEN GLASS FIBERS OF A WIDTH EXCEEDING 30CM, PLAIN WEAVE, NOT COLORED, WT MORE THAN 215 GRAMS PER SQ METER W/ A FILAMENT DIAMETER OF 7 TO 13 MICRONS","M2","KG"
"7019524096","WOVEN GLASS FIBERS OF A WIDTH EXCEEDING 30CM, NOT COLORED, NESOI","M2","KG"
"7019527000","FIBERGLASS TIRE CORD FABRIC, COLORED, WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER, WIDTH EXCEEDING 30 CM, WEIGHING LESS THAN 250 G/M2","M2","KG"
"7019529010","OTHER WOVEN GLASS FIBERS, EXCEEDING 30CM WIDTH, COLORED, WEIGHING LESS THAN 185 GRAMS PER SQUARE METER","M2","KG"
"7019529021","WOVEN GLASS FIBERS OF A WIDTH EXCEEDING 30 CM, PLAIN WEAVE, COLORED, WT MORE THAN 215 GRAMS PER SQ METER W/ A FILAMENT DIAMETER 0F 7 TO 13 MICRONS","M2","KG"
"7019529096","WOVEN GLASS FIBERS OF A WIDTH EXCEEDING 30 CM, COLORED, NESOI","M2","KG"
"7019593000","FIBERGLASS TIRE CORD FABRIC, NOT COLORED, WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER, OTHER FABRIS","M2","KG"
"7019594010","OTHER WOVEN GLASS FIBERS, NESOI, NOT COLORED, WEIGHING 185 GRAMS PER SQUARE METER OR LESS","M2","KG"
"7019594021","WOVEN GLASS FIBERS, NOT COLORED, WEIGHING MORE THAN 215 GRAMS PER SQUARE METER, WITH A FILAMENT DIAMETER OF 7 TO 13 MICRONS, NESOI","M2","KG"
"7019594096","WOVEN GLASS FIBERS, NOT COLORED, NESOI","M2","KG"
"7019597000","FIBERGLASS TIRE CORD FABRIC, COLORED, WOVEN FROM FILAMENTS 9-11 MICRONS IN DIAMETER, OTHER WOVEN FABRICS","M2","KG"
"7019599010","OTHER GLASS FIBERS, NESOI, COLORED WEIGHING 185 GRAMS PER SQUARE METER OR LESS","M2","KG"
"7019599021","WOVEN GLASS FIBERS, COLORED, WEIGHING MORE THAN 215 GRAMS PER SQUARE METER, WITH A FILAMENT DIAMETER OF 7 TO 13 MICRONS, NESOI","M2","KG"
"7019599096","WOVEN GLASS FIBERS, COLORED, NESOI","M2","KG"
"7019901000","WOVEN GLASS FIBERS AND ARTICLES THEREOF, NESOI","KG","M2"
"7019905020","GLASS FIBERS IN BULK","KG","M2"
"7019905040","GLASS FIBER FILTERS (NONWOVEN)","KG","M2"
"7019905050","GLASS FIBERS AND ARTICLES THEREOF, NESOI","KG","M2"
